,COL17A1,NTSR1,DHRS9,MSLN,GPRC5A,LAMC2,S100A2,GJB2,HMGA2,AREG,AHNAK2,KLHL32,CLIC3,WNT10A,IL20RB,CDA,MUC4,POSTN,SEMA7A,SLC2A1,FN1,INHBA,ori_class
3559f697-8fec-4f36-962c-632272fe9c9c,18.988668589494168,17.623496557150037,14.970145548650715,20.605448307662744,21.286669863342635,21.06825664075603,15.528175663691211,18.332665291889462,13.849825548391893,17.235546592890167,18.64254549341181,11.115834698469435,18.10074891913252,16.980585385483835,15.938505689031514,18.416617807124737,13.452555134468925,19.616721061045904,16.893828186706386,20.0223236539983,23.00743579457392,18.915086379622217,D
b84b58c7-95b8-4162-8e61-414f8fe422c6,20.82144094622305,12.578301636788309,20.265964808096953,22.03799261775407,20.895965902077208,21.481659474724257,18.83742159414198,20.366908794412684,13.151344007900143,18.54871358172075,17.142349877821324,12.287992807531918,19.530053477066442,15.834437987986414,16.814514144397492,18.834042539880354,15.851934635837084,21.53207272546556,19.734509788954984,21.300694147451665,22.70013828684813,19.993718948361675,D
2e8f90f4-aed3-43b0-985c-dfdc2581f24f,19.17709687631391,16.296534184169037,14.99313645643094,21.4463363729471,21.494346693956107,20.835689283388717,16.631435461776793,21.09487209840938,12.753840070175391,18.0505774953942,17.843422903176503,9.498430714714328,18.021606244709297,16.60052282906636,15.205839158649445,19.194299196920948,16.704170593257746,22.244432599432248,17.97557291873493,19.116234693685026,23.176621301614095,19.770058827165418,COL
886d6116-d496-444f-9b7b-7449dad31055,19.025212167757665,12.01408663936243,15.74043625501607,20.484600389153066,20.611504520055092,21.951832520732033,17.39665716836194,19.00090734131272,12.717189551038732,17.128025895670568,16.839060596387558,12.742156339419287,17.123822550137994,16.21959691749168,14.783487997968374,18.4346576767746,16.003847769785487,20.323777056545506,17.33434433122491,19.259527573195573,21.64573867707214,17.68670535000623,HA
fe01a390-f45e-4352-a253-af8ef7ee9628,18.84099300091614,15.028504106728969,18.402672131022335,21.117420595438094,20.35147488258265,22.956767925846915,22.417163701573966,19.599304142507663,15.254219807765796,19.745629070356095,17.90722147909444,10.46461849400312,20.744817270505305,17.179329451978415,16.165874710959308,18.631295984843327,12.865018036314291,20.963339964750066,19.24114337668092,20.610432527275325,22.38643789642637,17.28283052140995,COL
4c9e6085-41c3-4cfe-ad3d-5f94196a86e0,16.826378135520343,7.990544445494541,17.10186202818942,18.505242543198186,18.29512315621781,19.728590681979142,14.90939817164899,16.958063141724914,11.094232395932485,18.10274075907384,16.206741215963035,12.875033292434287,14.314206684787909,13.770575477621096,12.193590089171947,15.22601195397452,12.925900278461153,20.76050107983126,16.785615266610108,18.132627662871165,22.1994593467034,18.510665017593983,COL
b2e29f26-29af-4e2d-84dd-c513b4a07c70,19.394901371808977,11.252868339103644,17.147186759236703,21.6917900693894,19.610238750622827,19.827733064588877,17.376406392824496,18.60142586305607,12.403596045237984,17.924184264466174,16.642973624930903,12.342493208171229,19.3675836881262,17.423274816276862,16.30975714727222,18.787519986818317,15.386712494292995,19.532898355741683,17.813520870080534,19.274630044456025,22.13677320310838,17.686315355222398,COL
a643d0b8-aa50-481c-9f12-f2e634d61d90,18.43985441042096,13.841673438878203,17.793436252723758,21.21874939777929,20.221290319433557,19.896222347086507,17.557482157895915,19.158776572892,11.922091609988549,18.39135239825442,17.098360099061942,12.009955251815269,18.55378839185167,16.072962158192798,14.233164171961342,17.255233269669425,15.040649068241411,20.539922741730326,17.92980297590932,19.677932977456198,20.98215792593611,18.475718719813834,L
dd5074b2-462d-4267-8b9b-5a4c54e5978c,12.906540882553594,10.90538272058359,13.361643172873427,10.779440460636348,16.298584782715494,16.03907473194128,11.702990748856125,13.946290938096846,8.69536308293828,16.976054522993287,14.491733937816589,14.706882202849645,14.87669394441245,13.853396776413092,13.781699283100671,17.661727978742984,8.351559591514908,19.63518352014256,14.874617728697604,17.759944705187966,19.945889843093955,16.099345171075193,L
3a3a8fe1-e35c-45d0-aa0b-4fefa9ee9183,15.486434448101816,8.204669250846802,15.946875822112784,18.832257153689387,17.870465273048165,19.305467886323356,18.219023137320377,16.680963613033647,10.734890339403574,20.241188405172647,15.32054797516385,12.887524236618113,16.725023401143705,15.016940619978497,13.888340735431887,16.971461296445483,12.545663885089052,19.412348423258297,17.826917991254373,18.030030191491274,21.638658578886567,17.918194595747586,COL
712335e1-f1e9-44b9-957c-497ea5e8fa2f,20.687556122265033,13.773621964519375,19.842583663370387,20.576242198426826,22.623519873183,21.407811438995893,16.96460861094575,19.71222328120477,13.531101886091,18.17831488149992,16.480583890052902,8.89614411607261,17.228636084458063,13.46235255134901,14.41003019712228,17.600430612796096,15.584247582548949,17.436844870564542,20.187525519030217,22.39709816594539,19.352199151088314,16.578671466455305,L
bd73ed94-5f4f-4eb3-8b9b-391af4422d0e,21.57341417187355,17.017531956558596,21.511024226283208,22.328342677051523,20.311291685697586,19.627206112017472,15.868974240491927,17.876405776136107,13.17310427042697,17.84660656346942,16.99641289270215,10.335431563851735,20.002342571309747,13.901639999128385,14.423710903909285,19.245082310884634,19.10122421329207,17.817652801274512,17.654962942578145,20.209079570440874,19.41489148990963,16.266048319053944,L
40fc7973-91c4-4fa8-a105-7fc3d6f3817c,18.237733510230825,13.383639391888096,12.429395287730546,21.034394158082186,21.725436317139856,21.339464649723762,17.453241927706564,21.069396558491714,15.255834517538387,16.300934038497708,17.307115246557235,11.98967878061301,16.822455534902048,14.400608990414558,14.263513773830796,18.424398797999824,18.284940493923386,21.014566616339742,18.931620275557343,20.934565826214804,22.73197668245487,19.388881192587252,COL
31c23e65-1f18-4f59-8a54-31febedef8a2,20.92576214599549,14.791450466012222,20.34003964706418,22.271774966798983,20.48297889084558,22.192577887128746,16.655656243022477,18.582482767459922,16.051805115251362,17.591357420119046,17.99967121109624,12.36532653129335,20.03547833765353,14.574622879923107,16.81795140754346,18.83501896806864,14.0525356534378,21.30843012171015,16.930740651803564,19.806988597762896,22.11998141154573,18.16198274258543,L
638b1a6a-c222-414c-96bc-f259f0afb278,21.36979146191311,17.955853255735526,17.376016499024058,21.724142746642155,21.43711992415311,21.467283215507805,19.72152728564279,21.262853440731334,13.458113620367834,18.551802364085326,18.542398830109338,11.203497608369966,20.970383176479572,17.905161291449396,14.361611500292135,19.319070150207246,18.161215007430606,20.30292900641324,19.139193994838802,20.15556889669027,22.32195303599205,17.91327010267463,COL
67e9abc1-4b6f-4054-bdc4-29906c55c682,19.06955795979519,18.314500740018367,14.440637735406312,21.76121239475432,20.75874159150753,20.323732822663274,17.199417937397595,21.098327336255625,13.287280390617433,19.09426761569515,17.639501756269397,9.276683938964752,18.640202802973427,15.872038719902722,14.714905750085657,17.873371436015624,16.982535601814657,22.47840163195432,18.89426209394215,19.84354526914318,23.672270858597805,19.69852051187599,D
